seed	MaxIts	It/paso	K	lambda	BeneficiosMedios
72463	5000	10	7	1.0E-5	40.2
97856	5000	10	7	1.0E-5	50.0
7105	5000	10	7	1.0E-5	43.0
3189	5000	10	7	1.0E-5	62.2
13594	5000	10	7	1.0E-5	57.8
4	5000	10	7	1.0E-5	30.8
1234	5000	10	8	0.1	71.4
242359	5000	10	8	0.1	89.8
986	5000	10	8	0.1	53.6
5437	5000	10	8	0.1	99.4
72463	5000	10	8	0.1	58.0
97856	5000	10	8	0.1	83.2
7105	5000	10	8	0.1	69.0
3189	5000	10	8	0.1	94.0
13594	5000	10	8	0.1	81.0
4	5000	10	8	0.1	59.4
1234	5000	10	8	0.01	70.0
242359	5000	10	8	0.01	86.6
986	5000	10	8	0.01	51.2
5437	5000	10	8	0.01	96.6
72463	5000	10	8	0.01	49.2
97856	5000	10	8	0.01	77.2
7105	5000	10	8	0.01	68.0
3189	5000	10	8	0.01	94.4
13594	5000	10	8	0.01	77.2
4	5000	10	8	0.01	52.6
1234	5000	10	8	0.001	52.4
242359	5000	10	8	0.001	75.0
986	5000	10	8	0.001	46.6
5437	5000	10	8	0.001	85.0
72463	5000	10	8	0.001	46.8
97856	5000	10	8	0.001	69.0
7105	5000	10	8	0.001	53.2
3189	5000	10	8	0.001	85.8
13594	5000	10	8	0.001	64.8
4	5000	10	8	0.001	44.6
1234	5000	10	8	1.0E-4	38.4
242359	5000	10	8	1.0E-4	50.0
986	5000	10	8	1.0E-4	43.4
5437	5000	10	8	1.0E-4	50.0
72463	5000	10	8	1.0E-4	37.8
97856	5000	10	8	1.0E-4	49.4
7105	5000	10	8	1.0E-4	41.0
3189	5000	10	8	1.0E-4	57.0
13594	5000	10	8	1.0E-4	60.4
4	5000	10	8	1.0E-4	30.6
1234	5000	10	8	1.0E-5	34.6
242359	5000	10	8	1.0E-5	38.8
986	5000	10	8	1.0E-5	48.4
5437	5000	10	8	1.0E-5	52.4
72463	5000	10	8	1.0E-5	41.8
97856	5000	10	8	1.0E-5	50.8
7105	5000	10	8	1.0E-5	46.0
3189	5000	10	8	1.0E-5	62.4
13594	5000	10	8	1.0E-5	62.4
4	5000	10	8	1.0E-5	31.0
1234	5000	10	9	0.1	71.2
242359	5000	10	9	0.1	88.6
986	5000	10	9	0.1	51.0
5437	5000	10	9	0.1	97.0
72463	5000	10	9	0.1	57.2
97856	5000	10	9	0.1	84.6
7105	5000	10	9	0.1	69.0
3189	5000	10	9	0.1	95.4
13594	5000	10	9	0.1	81.0
4	5000	10	9	0.1	59.2
1234	5000	10	9	0.01	71.0
242359	5000	10	9	0.01	82.2
986	5000	10	9	0.01	48.2
5437	5000	10	9	0.01	94.6
72463	5000	10	9	0.01	48.2
97856	5000	10	9	0.01	84.2
7105	5000	10	9	0.01	64.8
3189	5000	10	9	0.01	91.8
13594	5000	10	9	0.01	69.2
4	5000	10	9	0.01	55.0
1234	5000	10	9	0.001	60.0
242359	5000	10	9	0.001	73.2
986	5000	10	9	0.001	44.0
5437	5000	10	9	0.001	84.0
72463	5000	10	9	0.001	41.6
97856	5000	10	9	0.001	65.0
7105	5000	10	9	0.001	55.0
3189	5000	10	9	0.001	80.2
13594	5000	10	9	0.001	63.2
4	5000	10	9	0.001	41.4
1234	5000	10	9	1.0E-4	36.8
242359	5000	10	9	1.0E-4	41.8
986	5000	10	9	1.0E-4	43.8
5437	5000	10	9	1.0E-4	42.6
72463	5000	10	9	1.0E-4	35.0
97856	5000	10	9	1.0E-4	52.2
7105	5000	10	9	1.0E-4	33.8
3189	5000	10	9	1.0E-4	64.2
13594	5000	10	9	1.0E-4	55.6
4	5000	10	9	1.0E-4	29.0
1234	5000	10	9	1.0E-5	34.4
242359	5000	10	9	1.0E-5	49.2
986	5000	10	9	1.0E-5	38.2
5437	5000	10	9	1.0E-5	36.6
72463	5000	10	9	1.0E-5	42.8
97856	5000	10	9	1.0E-5	45.0
7105	5000	10	9	1.0E-5	35.6
3189	5000	10	9	1.0E-5	59.6
13594	5000	10	9	1.0E-5	58.8
4	5000	10	9	1.0E-5	30.0
1234	5000	10	10	0.1	69.2
242359	5000	10	10	0.1	88.2
986	5000	10	10	0.1	50.2
5437	5000	10	10	0.1	99.4
72463	5000	10	10	0.1	55.0
97856	5000	10	10	0.1	79.6
7105	5000	10	10	0.1	69.6
3189	5000	10	10	0.1	91.2
13594	5000	10	10	0.1	81.0
4	5000	10	10	0.1	57.4
1234	5000	10	10	0.01	67.2
242359	5000	10	10	0.01	85.6
986	5000	10	10	0.01	47.8
5437	5000	10	10	0.01	95.2
72463	5000	10	10	0.01	46.0
97856	5000	10	10	0.01	79.8
7105	5000	10	10	0.01	65.4
3189	5000	10	10	0.01	89.6
13594	5000	10	10	0.01	74.4
4	5000	10	10	0.01	51.8
1234	5000	10	10	0.001	50.0
242359	5000	10	10	0.001	66.0
986	5000	10	10	0.001	43.8
5437	5000	10	10	0.001	79.6
72463	5000	10	10	0.001	39.8
97856	5000	10	10	0.001	64.0
7105	5000	10	10	0.001	46.0
3189	5000	10	10	0.001	82.0
13594	5000	10	10	0.001	62.0
4	5000	10	10	0.001	39.4
1234	5000	10	10	1.0E-4	29.8
242359	5000	10	10	1.0E-4	48.0
986	5000	10	10	1.0E-4	45.2
5437	5000	10	10	1.0E-4	46.0
72463	5000	10	10	1.0E-4	39.4
97856	5000	10	10	1.0E-4	40.4
7105	5000	10	10	1.0E-4	45.0
3189	5000	10	10	1.0E-4	54.0
13594	5000	10	10	1.0E-4	60.0
4	5000	10	10	1.0E-4	27.4
1234	5000	10	10	1.0E-5	33.4
242359	5000	10	10	1.0E-5	44.8
986	5000	10	10	1.0E-5	42.0
5437	5000	10	10	1.0E-5	39.4
72463	5000	10	10	1.0E-5	40.2
97856	5000	10	10	1.0E-5	50.8
7105	5000	10	10	1.0E-5	36.2
3189	5000	10	10	1.0E-5	57.0
13594	5000	10	10	1.0E-5	58.4
4	5000	10	10	1.0E-5	29.8
1234	5000	10	15	0.1	68.8
242359	5000	10	15	0.1	84.4
986	5000	10	15	0.1	51.6
5437	5000	10	15	0.1	100.6
72463	5000	10	15	0.1	54.8
97856	5000	10	15	0.1	82.4
7105	5000	10	15	0.1	66.0
3189	5000	10	15	0.1	90.4
13594	5000	10	15	0.1	80.4
4	5000	10	15	0.1	57.4
1234	5000	10	15	0.01	70.2
242359	5000	10	15	0.01	74.4
986	5000	10	15	0.01	47.4
5437	5000	10	15	0.01	97.2
72463	5000	10	15	0.01	43.2
97856	5000	10	15	0.01	77.4
7105	5000	10	15	0.01	62.8
3189	5000	10	15	0.01	85.4
13594	5000	10	15	0.01	67.2
4	5000	10	15	0.01	51.6
1234	5000	10	15	0.001	48.6
242359	5000	10	15	0.001	64.0
986	5000	10	15	0.001	43.4
5437	5000	10	15	0.001	78.6
72463	5000	10	15	0.001	34.2
97856	5000	10	15	0.001	53.4
7105	5000	10	15	0.001	48.4
3189	5000	10	15	0.001	63.6
13594	5000	10	15	0.001	55.8
4	5000	10	15	0.001	39.2
1234	5000	10	15	1.0E-4	31.4
242359	5000	10	15	1.0E-4	35.2
986	5000	10	15	1.0E-4	52.2
5437	5000	10	15	1.0E-4	29.0
72463	5000	10	15	1.0E-4	40.2
97856	5000	10	15	1.0E-4	40.6
7105	5000	10	15	1.0E-4	27.6
3189	5000	10	15	1.0E-4	50.2
13594	5000	10	15	1.0E-4	56.6
4	5000	10	15	1.0E-4	31.0
1234	5000	10	15	1.0E-5	32.4
242359	5000	10	15	1.0E-5	40.4
986	5000	10	15	1.0E-5	39.8
5437	5000	10	15	1.0E-5	25.8
72463	5000	10	15	1.0E-5	36.2
97856	5000	10	15	1.0E-5	44.6
7105	5000	10	15	1.0E-5	34.0
3189	5000	10	15	1.0E-5	42.6
13594	5000	10	15	1.0E-5	54.2
4	5000	10	15	1.0E-5	29.2
1234	5000	10	20	0.1	70.0
242359	5000	10	20	0.1	88.8
986	5000	10	20	0.1	53.2
5437	5000	10	20	0.1	99.4
72463	5000	10	20	0.1	55.8
97856	5000	10	20	0.1	79.6
7105	5000	10	20	0.1	69.2
3189	5000	10	20	0.1	94.6
13594	5000	10	20	0.1	79.2
4	5000	10	20	0.1	58.0
1234	5000	10	20	0.01	61.8
242359	5000	10	20	0.01	77.6
986	5000	10	20	0.01	46.0
5437	5000	10	20	0.01	83.4
72463	5000	10	20	0.01	49.0
97856	5000	10	20	0.01	66.0
7105	5000	10	20	0.01	55.8
3189	5000	10	20	0.01	83.2
13594	5000	10	20	0.01	73.6
4	5000	10	20	0.01	50.4
1234	5000	10	20	0.001	42.6
242359	5000	10	20	0.001	57.4
986	5000	10	20	0.001	45.8
5437	5000	10	20	0.001	65.2
72463	5000	10	20	0.001	34.0
97856	5000	10	20	0.001	54.0
7105	5000	10	20	0.001	42.2
3189	5000	10	20	0.001	64.2
13594	5000	10	20	0.001	59.0
4	5000	10	20	0.001	32.6
1234	5000	10	20	1.0E-4	30.6
242359	5000	10	20	1.0E-4	31.2
986	5000	10	20	1.0E-4	40.2
5437	5000	10	20	1.0E-4	32.4
72463	5000	10	20	1.0E-4	38.0
97856	5000	10	20	1.0E-4	47.6
7105	5000	10	20	1.0E-4	32.8
3189	5000	10	20	1.0E-4	52.6
13594	5000	10	20	1.0E-4	56.4
4	5000	10	20	1.0E-4	27.6
1234	5000	10	20	1.0E-5	30.6
242359	5000	10	20	1.0E-5	36.6
986	5000	10	20	1.0E-5	43.2
5437	5000	10	20	1.0E-5	35.0
72463	5000	10	20	1.0E-5	36.8
97856	5000	10	20	1.0E-5	42.4
7105	5000	10	20	1.0E-5	28.8
3189	5000	10	20	1.0E-5	47.6
13594	5000	10	20	1.0E-5	55.6
4	5000	10	20	1.0E-5	29.0
1234	5000	10	25	0.1	68.8
242359	5000	10	25	0.1	85.8
986	5000	10	25	0.1	50.0
5437	5000	10	25	0.1	101.8
72463	5000	10	25	0.1	52.8
97856	5000	10	25	0.1	76.4
7105	5000	10	25	0.1	68.8
3189	5000	10	25	0.1	91.0
13594	5000	10	25	0.1	75.6
4	5000	10	25	0.1	54.2
1234	5000	10	25	0.01	66.4
242359	5000	10	25	0.01	81.2
986	5000	10	25	0.01	42.6
5437	5000	10	25	0.01	88.0
72463	5000	10	25	0.01	49.0
97856	5000	10	25	0.01	73.4
7105	5000	10	25	0.01	60.2
3189	5000	10	25	0.01	79.6
13594	5000	10	25	0.01	63.8
4	5000	10	25	0.01	51.2
1234	5000	10	25	0.001	44.0
242359	5000	10	25	0.001	62.4
986	5000	10	25	0.001	41.2
5437	5000	10	25	0.001	58.0
72463	5000	10	25	0.001	34.4
97856	5000	10	25	0.001	51.2
7105	5000	10	25	0.001	39.0
3189	5000	10	25	0.001	56.4
13594	5000	10	25	0.001	56.6
4	5000	10	25	0.001	28.8
1234	5000	10	25	1.0E-4	28.8
242359	5000	10	25	1.0E-4	28.8
986	5000	10	25	1.0E-4	41.2
5437	5000	10	25	1.0E-4	34.8
72463	5000	10	25	1.0E-4	36.8
97856	5000	10	25	1.0E-4	39.0
7105	5000	10	25	1.0E-4	29.6
3189	5000	10	25	1.0E-4	49.4
13594	5000	10	25	1.0E-4	54.4
4	5000	10	25	1.0E-4	29.0
1234	5000	10	25	1.0E-5	32.4
242359	5000	10	25	1.0E-5	36.8
986	5000	10	25	1.0E-5	41.6
5437	5000	10	25	1.0E-5	27.0
72463	5000	10	25	1.0E-5	39.2
97856	5000	10	25	1.0E-5	43.6
7105	5000	10	25	1.0E-5	40.4
3189	5000	10	25	1.0E-5	43.6
13594	5000	10	25	1.0E-5	59.4
4	5000	10	25	1.0E-5	23.8
1234	5000	10	30	0.1	70.2
242359	5000	10	30	0.1	85.4
986	5000	10	30	0.1	50.4
5437	5000	10	30	0.1	97.8
72463	5000	10	30	0.1	55.2
97856	5000	10	30	0.1	81.6
7105	5000	10	30	0.1	67.0
3189	5000	10	30	0.1	91.8
13594	5000	10	30	0.1	73.8
4	5000	10	30	0.1	57.0
1234	5000	10	30	0.01	62.6
242359	5000	10	30	0.01	67.0
986	5000	10	30	0.01	44.6
5437	5000	10	30	0.01	87.8
72463	5000	10	30	0.01	44.0
97856	5000	10	30	0.01	64.8
7105	5000	10	30	0.01	51.0
3189	5000	10	30	0.01	80.0
13594	5000	10	30	0.01	71.4
4	5000	10	30	0.01	45.2
1234	5000	10	30	0.001	37.2
242359	5000	10	30	0.001	66.8
986	5000	10	30	0.001	39.6
5437	5000	10	30	0.001	57.6
72463	5000	10	30	0.001	34.6
97856	5000	10	30	0.001	51.2
7105	5000	10	30	0.001	32.2
3189	5000	10	30	0.001	62.2
13594	5000	10	30	0.001	55.4
4	5000	10	30	0.001	32.4
1234	5000	10	30	1.0E-4	31.6
242359	5000	10	30	1.0E-4	29.6
986	5000	10	30	1.0E-4	41.2
5437	5000	10	30	1.0E-4	25.4
72463	5000	10	30	1.0E-4	38.2
97856	5000	10	30	1.0E-4	39.4
7105	5000	10	30	1.0E-4	33.4
3189	5000	10	30	1.0E-4	45.2
13594	5000	10	30	1.0E-4	54.8
4	5000	10	30	1.0E-4	25.4
1234	5000	10	30	1.0E-5	30.4
242359	5000	10	30	1.0E-5	33.4
986	5000	10	30	1.0E-5	43.0
5437	5000	10	30	1.0E-5	30.8
72463	5000	10	30	1.0E-5	40.4
97856	5000	10	30	1.0E-5	38.6
7105	5000	10	30	1.0E-5	27.4
3189	5000	10	30	1.0E-5	48.6
13594	5000	10	30	1.0E-5	54.0
4	5000	10	30	1.0E-5	24.2
1234	5000	10	40	0.1	68.8
242359	5000	10	40	0.1	87.8
986	5000	10	40	0.1	50.8
5437	5000	10	40	0.1	98.2
72463	5000	10	40	0.1	47.0
97856	5000	10	40	0.1	79.8
7105	5000	10	40	0.1	67.4
3189	5000	10	40	0.1	90.2
13594	5000	10	40	0.1	77.8
4	5000	10	40	0.1	59.2
1234	5000	10	40	0.01	57.4
242359	5000	10	40	0.01	71.8
986	5000	10	40	0.01	48.0
5437	5000	10	40	0.01	87.8
72463	5000	10	40	0.01	40.8
97856	5000	10	40	0.01	69.0
7105	5000	10	40	0.01	59.2
3189	5000	10	40	0.01	78.2
13594	5000	10	40	0.01	66.0
4	5000	10	40	0.01	49.6
1234	5000	10	40	0.001	40.6
242359	5000	10	40	0.001	61.0
986	5000	10	40	0.001	38.8
5437	5000	10	40	0.001	57.4
72463	5000	10	40	0.001	39.0
97856	5000	10	40	0.001	47.2
7105	5000	10	40	0.001	40.0
3189	5000	10	40	0.001	56.6
13594	5000	10	40	0.001	55.6
4	5000	10	40	0.001	29.6
1234	5000	10	40	1.0E-4	33.0
242359	5000	10	40	1.0E-4	27.2
986	5000	10	40	1.0E-4	42.0
5437	5000	10	40	1.0E-4	37.2
72463	5000	10	40	1.0E-4	36.0
97856	5000	10	40	1.0E-4	42.8
7105	5000	10	40	1.0E-4	22.0
3189	5000	10	40	1.0E-4	44.8
13594	5000	10	40	1.0E-4	57.2
4	5000	10	40	1.0E-4	24.6
1234	5000	10	40	1.0E-5	29.0
242359	5000	10	40	1.0E-5	23.4
986	5000	10	40	1.0E-5	40.8
5437	5000	10	40	1.0E-5	30.2
72463	5000	10	40	1.0E-5	40.8
97856	5000	10	40	1.0E-5	36.8
7105	5000	10	40	1.0E-5	33.4
3189	5000	10	40	1.0E-5	41.8
13594	5000	10	40	1.0E-5	55.8
4	5000	10	40	1.0E-5	23.4
1234	5000	10	50	0.1	65.8
242359	5000	10	50	0.1	86.6
986	5000	10	50	0.1	48.8
5437	5000	10	50	0.1	97.8
72463	5000	10	50	0.1	52.6
97856	5000	10	50	0.1	82.0
7105	5000	10	50	0.1	65.2
3189	5000	10	50	0.1	88.0
13594	5000	10	50	0.1	72.6
4	5000	10	50	0.1	56.8
1234	5000	10	50	0.01	61.6
242359	5000	10	50	0.01	76.4
986	5000	10	50	0.01	40.2
5437	5000	10	50	0.01	78.0
72463	5000	10	50	0.01	45.0
97856	5000	10	50	0.01	61.0
7105	5000	10	50	0.01	48.8
3189	5000	10	50	0.01	81.8
13594	5000	10	50	0.01	63.8
4	5000	10	50	0.01	43.0
1234	5000	10	50	0.001	40.2
242359	5000	10	50	0.001	49.0
986	5000	10	50	0.001	38.6
5437	5000	10	50	0.001	61.8
72463	5000	10	50	0.001	31.6
97856	5000	10	50	0.001	48.0
7105	5000	10	50	0.001	37.6
3189	5000	10	50	0.001	56.0
13594	5000	10	50	0.001	56.6
4	5000	10	50	0.001	27.2
1234	5000	10	50	1.0E-4	28.4
242359	5000	10	50	1.0E-4	38.4
986	5000	10	50	1.0E-4	42.4
5437	5000	10	50	1.0E-4	30.0
72463	5000	10	50	1.0E-4	35.0
97856	5000	10	50	1.0E-4	37.0
7105	5000	10	50	1.0E-4	24.2
3189	5000	10	50	1.0E-4	42.2
13594	5000	10	50	1.0E-4	57.2
4	5000	10	50	1.0E-4	25.2
1234	5000	10	50	1.0E-5	30.0
242359	5000	10	50	1.0E-5	33.6
986	5000	10	50	1.0E-5	43.2
5437	5000	10	50	1.0E-5	20.6
72463	5000	10	50	1.0E-5	38.4
97856	5000	10	50	1.0E-5	38.2
7105	5000	10	50	1.0E-5	33.4
3189	5000	10	50	1.0E-5	45.2
13594	5000	10	50	1.0E-5	54.0
4	5000	10	50	1.0E-5	27.0
1234	5000	10	60	0.1	67.8
242359	5000	10	60	0.1	84.0
986	5000	10	60	0.1	51.4
5437	5000	10	60	0.1	98.0
72463	5000	10	60	0.1	53.8
97856	5000	10	60	0.1	83.6
7105	5000	10	60	0.1	65.8
3189	5000	10	60	0.1	88.8
13594	5000	10	60	0.1	72.6
4	5000	10	60	0.1	51.6
1234	5000	10	60	0.01	57.8
242359	5000	10	60	0.01	76.8
986	5000	10	60	0.01	39.4
5437	5000	10	60	0.01	77.2
72463	5000	10	60	0.01	42.8
97856	5000	10	60	0.01	53.4
7105	5000	10	60	0.01	54.4
3189	5000	10	60	0.01	79.0
13594	5000	10	60	0.01	59.6
4	5000	10	60	0.01	45.8
1234	5000	10	60	0.001	45.4
242359	5000	10	60	0.001	60.2
986	5000	10	60	0.001	45.2
5437	5000	10	60	0.001	62.2
72463	5000	10	60	0.001	33.6
97856	5000	10	60	0.001	49.8
7105	5000	10	60	0.001	33.0
3189	5000	10	60	0.001	62.0
13594	5000	10	60	0.001	56.4
4	5000	10	60	0.001	28.0
1234	5000	10	60	1.0E-4	29.0
242359	5000	10	60	1.0E-4	24.0
986	5000	10	60	1.0E-4	43.6
5437	5000	10	60	1.0E-4	26.8
72463	5000	10	60	1.0E-4	37.2
97856	5000	10	60	1.0E-4	41.0
7105	5000	10	60	1.0E-4	37.8
3189	5000	10	60	1.0E-4	47.2
13594	5000	10	60	1.0E-4	56.8
4	5000	10	60	1.0E-4	25.2
1234	5000	10	60	1.0E-5	27.2
242359	5000	10	60	1.0E-5	28.6
986	5000	10	60	1.0E-5	40.8
5437	5000	10	60	1.0E-5	24.4
72463	5000	10	60	1.0E-5	33.8
97856	5000	10	60	1.0E-5	37.2
7105	5000	10	60	1.0E-5	25.6
3189	5000	10	60	1.0E-5	44.8
13594	5000	10	60	1.0E-5	56.0
4	5000	10	60	1.0E-5	22.6
1234	5000	10	70	0.1	66.6
242359	5000	10	70	0.1	85.4
986	5000	10	70	0.1	47.4
5437	5000	10	70	0.1	90.0
72463	5000	10	70	0.1	54.4
97856	5000	10	70	0.1	71.8
7105	5000	10	70	0.1	68.0
3189	5000	10	70	0.1	86.6
13594	5000	10	70	0.1	69.0
4	5000	10	70	0.1	54.4
1234	5000	10	70	0.01	57.8
242359	5000	10	70	0.01	79.0
986	5000	10	70	0.01	39.6
5437	5000	10	70	0.01	78.4
72463	5000	10	70	0.01	41.2
97856	5000	10	70	0.01	60.6
7105	5000	10	70	0.01	57.2
3189	5000	10	70	0.01	68.8
13594	5000	10	70	0.01	57.0
4	5000	10	70	0.01	44.8
1234	5000	10	70	0.001	33.8
242359	5000	10	70	0.001	60.6
986	5000	10	70	0.001	41.2
5437	5000	10	70	0.001	59.0
72463	5000	10	70	0.001	36.2
97856	5000	10	70	0.001	48.8
7105	5000	10	70	0.001	38.0
3189	5000	10	70	0.001	49.6
13594	5000	10	70	0.001	55.0
4	5000	10	70	0.001	30.8
1234	5000	10	70	1.0E-4	28.4
242359	5000	10	70	1.0E-4	30.6
986	5000	10	70	1.0E-4	41.6
5437	5000	10	70	1.0E-4	29.4
72463	5000	10	70	1.0E-4	36.2
97856	5000	10	70	1.0E-4	41.0
7105	5000	10	70	1.0E-4	33.6
3189	5000	10	70	1.0E-4	47.2
13594	5000	10	70	1.0E-4	57.0
4	5000	10	70	1.0E-4	23.8
1234	5000	10	70	1.0E-5	29.4
242359	5000	10	70	1.0E-5	32.8
986	5000	10	70	1.0E-5	37.6
5437	5000	10	70	1.0E-5	33.0
72463	5000	10	70	1.0E-5	38.4
97856	5000	10	70	1.0E-5	37.6
7105	5000	10	70	1.0E-5	27.0
3189	5000	10	70	1.0E-5	45.2
13594	5000	10	70	1.0E-5	55.6
4	5000	10	70	1.0E-5	25.4
1234	5000	20	1	0.1	71.2
242359	5000	20	1	0.1	91.0
986	5000	20	1	0.1	54.0
5437	5000	20	1	0.1	103.6
72463	5000	20	1	0.1	57.0
97856	5000	20	1	0.1	85.0
7105	5000	20	1	0.1	72.0
3189	5000	20	1	0.1	95.4
13594	5000	20	1	0.1	81.0
4	5000	20	1	0.1	59.2
1234	5000	20	1	0.01	71.6
242359	5000	20	1	0.01	91.0
986	5000	20	1	0.01	54.0
5437	5000	20	1	0.01	101.8
72463	5000	20	1	0.01	58.0
97856	5000	20	1	0.01	84.8
7105	5000	20	1	0.01	72.0
3189	5000	20	1	0.01	96.0
13594	5000	20	1	0.01	81.0
4	5000	20	1	0.01	60.0
1234	5000	20	1	0.001	71.6
242359	5000	20	1	0.001	91.0
986	5000	20	1	0.001	53.6
5437	5000	20	1	0.001	101.4
72463	5000	20	1	0.001	57.8
97856	5000	20	1	0.001	83.8
7105	5000	20	1	0.001	70.8
3189	5000	20	1	0.001	95.4
13594	5000	20	1	0.001	81.0
4	5000	20	1	0.001	59.0
1234	5000	20	1	1.0E-4	71.2
242359	5000	20	1	1.0E-4	89.6
986	5000	20	1	1.0E-4	54.0
5437	5000	20	1	1.0E-4	101.8
72463	5000	20	1	1.0E-4	57.4
97856	5000	20	1	1.0E-4	85.0
7105	5000	20	1	1.0E-4	71.4
3189	5000	20	1	1.0E-4	96.0
13594	5000	20	1	1.0E-4	81.0
4	5000	20	1	1.0E-4	60.0
1234	5000	20	1	1.0E-5	71.6
242359	5000	20	1	1.0E-5	90.2
986	5000	20	1	1.0E-5	53.8
5437	5000	20	1	1.0E-5	100.8
72463	5000	20	1	1.0E-5	58.0
97856	5000	20	1	1.0E-5	85.4
7105	5000	20	1	1.0E-5	71.4
3189	5000	20	1	1.0E-5	95.6
13594	5000	20	1	1.0E-5	81.0
4	5000	20	1	1.0E-5	59.8
1234	5000	20	2	0.1	71.6
242359	5000	20	2	0.1	90.2
986	5000	20	2	0.1	54.0
5437	5000	20	2	0.1	100.0
72463	5000	20	2	0.1	58.0
97856	5000	20	2	0.1	85.6
7105	5000	20	2	0.1	71.6
3189	5000	20	2	0.1	95.4
13594	5000	20	2	0.1	81.0
4	5000	20	2	0.1	60.0
1234	5000	20	2	0.01	70.8
242359	5000	20	2	0.01	88.6
986	5000	20	2	0.01	54.0
5437	5000	20	2	0.01	102.0
72463	5000	20	2	0.01	57.8
97856	5000	20	2	0.01	85.6
7105	5000	20	2	0.01	70.8
3189	5000	20	2	0.01	96.0
13594	5000	20	2	0.01	81.0
4	5000	20	2	0.01	59.0
1234	5000	20	2	0.001	70.6
242359	5000	20	2	0.001	88.6
986	5000	20	2	0.001	51.2
5437	5000	20	2	0.001	101.0
72463	5000	20	2	0.001	56.2
97856	5000	20	2	0.001	86.0
7105	5000	20	2	0.001	70.4
3189	5000	20	2	0.001	95.0
13594	5000	20	2	0.001	80.2
4	5000	20	2	0.001	58.6
1234	5000	20	2	1.0E-4	69.4
242359	5000	20	2	1.0E-4	89.2
986	5000	20	2	1.0E-4	52.2
5437	5000	20	2	1.0E-4	96.4
72463	5000	20	2	1.0E-4	55.6
97856	5000	20	2	1.0E-4	83.0
7105	5000	20	2	1.0E-4	69.2
3189	5000	20	2	1.0E-4	93.4
13594	5000	20	2	1.0E-4	80.0
4	5000	20	2	1.0E-4	56.2
1234	5000	20	2	1.0E-5	67.8
242359	5000	20	2	1.0E-5	87.6
986	5000	20	2	1.0E-5	52.8
5437	5000	20	2	1.0E-5	96.0
72463	5000	20	2	1.0E-5	53.6
97856	5000	20	2	1.0E-5	83.2
7105	5000	20	2	1.0E-5	67.4
3189	5000	20	2	1.0E-5	94.6
13594	5000	20	2	1.0E-5	78.8
4	5000	20	2	1.0E-5	55.2
1234	5000	20	3	0.1	71.6
242359	5000	20	3	0.1	88.2
986	5000	20	3	0.1	54.0
5437	5000	20	3	0.1	101.0
72463	5000	20	3	0.1	57.8
97856	5000	20	3	0.1	85.6
7105	5000	20	3	0.1	68.2
3189	5000	20	3	0.1	96.0
13594	5000	20	3	0.1	81.0
4	5000	20	3	0.1	57.4
1234	5000	20	3	0.01	70.4
242359	5000	20	3	0.01	88.6
986	5000	20	3	0.01	52.2
5437	5000	20	3	0.01	101.8
72463	5000	20	3	0.01	57.6
97856	5000	20	3	0.01	85.6
7105	5000	20	3	0.01	70.2
3189	5000	20	3	0.01	96.0
13594	5000	20	3	0.01	81.0
4	5000	20	3	0.01	56.4
1234	5000	20	3	0.001	70.6
242359	5000	20	3	0.001	89.8
986	5000	20	3	0.001	51.2
5437	5000	20	3	0.001	99.8
72463	5000	20	3	0.001	53.8
97856	5000	20	3	0.001	81.0
7105	5000	20	3	0.001	69.0
3189	5000	20	3	0.001	96.0
13594	5000	20	3	0.001	81.0
4	5000	20	3	0.001	54.0
1234	5000	20	3	1.0E-4	61.6
242359	5000	20	3	1.0E-4	80.4
986	5000	20	3	1.0E-4	51.8
5437	5000	20	3	1.0E-4	90.0
72463	5000	20	3	1.0E-4	48.4
97856	5000	20	3	1.0E-4	75.8
7105	5000	20	3	1.0E-4	65.8
3189	5000	20	3	1.0E-4	91.8
13594	5000	20	3	1.0E-4	74.4
4	5000	20	3	1.0E-4	47.2
1234	5000	20	3	1.0E-5	59.4
242359	5000	20	3	1.0E-5	79.0
986	5000	20	3	1.0E-5	52.6
5437	5000	20	3	1.0E-5	87.0
72463	5000	20	3	1.0E-5	53.2
97856	5000	20	3	1.0E-5	76.8
7105	5000	20	3	1.0E-5	64.0
3189	5000	20	3	1.0E-5	91.2
13594	5000	20	3	1.0E-5	75.0
4	5000	20	3	1.0E-5	46.4
1234	5000	20	4	0.1	71.0
242359	5000	20	4	0.1	91.0
986	5000	20	4	0.1	54.0
5437	5000	20	4	0.1	97.4
72463	5000	20	4	0.1	58.0
97856	5000	20	4	0.1	86.0
7105	5000	20	4	0.1	71.6
3189	5000	20	4	0.1	96.0
13594	5000	20	4	0.1	81.0
4	5000	20	4	0.1	57.8
1234	5000	20	4	0.01	72.0
242359	5000	20	4	0.01	90.6
986	5000	20	4	0.01	53.2
5437	5000	20	4	0.01	101.4
72463	5000	20	4	0.01	54.4
97856	5000	20	4	0.01	84.8
7105	5000	20	4	0.01	68.4
3189	5000	20	4	0.01	94.4
13594	5000	20	4	0.01	81.0
4	5000	20	4	0.01	58.4
1234	5000	20	4	0.001	65.0
242359	5000	20	4	0.001	84.2
986	5000	20	4	0.001	50.6
5437	5000	20	4	0.001	100.6
72463	5000	20	4	0.001	53.8
97856	5000	20	4	0.001	80.8
7105	5000	20	4	0.001	62.8
3189	5000	20	4	0.001	95.6
13594	5000	20	4	0.001	73.6
4	5000	20	4	0.001	54.2
